molregno	level5	level1_description	level2_description	level3_description	level4_description
267304	N06BX16	NERVOUS SYSTEM	PSYCHOANALEPTICS	PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS	Other psychostimulants and nootropics
204090	A07AB03	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	INTESTINAL ANTIINFECTIVES	Sulfonamides
89526	C03DB01	CARDIOVASCULAR SYSTEM	DIURETICS	POTASSIUM-SPARING AGENTS	Other potassium-sparing agents
182546	C05AA04	CARDIOVASCULAR SYSTEM	VASOPROTECTIVES	AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE	Corticosteroids
621723	J01FA11	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS	Macrolides
674919	D07XA01	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, weak, other combinations
1377661	G01AX13	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Other antiinfectives and antiseptics
419410	R01AD06	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Corticosteroids
624268	N05BA15	NERVOUS SYSTEM	PSYCHOLEPTICS	ANXIOLYTICS	Benzodiazepine derivatives
2197727	A12CA02	ALIMENTARY TRACT AND METABOLISM	MINERAL SUPPLEMENTS	OTHER MINERAL SUPPLEMENTS	Sodium
1540527	C10AX13	CARDIOVASCULAR SYSTEM	LIPID MODIFYING AGENTS	LIPID MODIFYING AGENTS, PLAIN	Other lipid modifying agents
674683	D07AC11	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, potent (group III)
674493	H02AA03	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	CORTICOSTEROIDS FOR SYSTEMIC USE	CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN	Mineralocorticoids
117108	G03CB01	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	ESTROGENS	Synthetic estrogens, plain
1380570	C10AX10	CARDIOVASCULAR SYSTEM	LIPID MODIFYING AGENTS	LIPID MODIFYING AGENTS, PLAIN	Other lipid modifying agents
27340	D10AF03	DERMATOLOGICALS	ANTI-ACNE PREPARATIONS	ANTI-ACNE PREPARATIONS FOR TOPICAL USE	Antiinfectives for treatment of acne
420999	G01AA05	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Antibiotics
150639	N06BX17	NERVOUS SYSTEM	PSYCHOANALEPTICS	PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS	Other psychostimulants and nootropics
66016	N03AB04	NERVOUS SYSTEM	ANTIEPILEPTICS	ANTIEPILEPTICS	Hydantoin derivatives
1671161	A11HA06	ALIMENTARY TRACT AND METABOLISM	VITAMINS	OTHER PLAIN VITAMIN PREPARATIONS	Other plain vitamin preparations
1383036	C04AX30	CARDIOVASCULAR SYSTEM	PERIPHERAL VASODILATORS	PERIPHERAL VASODILATORS	Other peripheral vasodilators
2039362	V09IA08	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	TUMOUR DETECTION	Technetium (99mTc) compounds
675452	V09DB05	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	HEPATIC AND RETICULO ENDOTHELIAL SYSTEM	Technetium (99mTc), particles and colloids
7725	S01GX51	SENSORY ORGANS	OPHTHALMOLOGICALS	DECONGESTANTS AND ANTIALLERGICS	Other antiallergics
675015	D07AB06	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, moderately potent (group II)
374052	D07XA01	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, weak, other combinations
674400	D07XB02	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, moderately potent, other combinations
147927	N05AB07	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Phenothiazines with piperazine structure
1967	C09AA11	CARDIOVASCULAR SYSTEM	AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	ACE INHIBITORS, PLAIN	ACE inhibitors, plain
8917	J02AB01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	Imidazole derivatives
671001	C04AA01	CARDIOVASCULAR SYSTEM	PERIPHERAL VASODILATORS	PERIPHERAL VASODILATORS	2-amino-1-phenylethanol derivatives
1626776	L01XC16	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
258709	R01AC04	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Antiallergic agents, excl. corticosteroids
397074	J04AB04	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIMYCOBACTERIALS	DRUGS FOR TREATMENT OF TUBERCULOSIS	Antibiotics
1381458	J06AA05	ANTIINFECTIVES FOR SYSTEMIC USE	IMMUNE SERA AND IMMUNOGLOBULINS	IMMUNE SERA	Immune sera
110435	M05BA06	MUSCULO-SKELETAL SYSTEM	DRUGS FOR TREATMENT OF BONE DISEASES	DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION	Bisphosphonates
1380975	D03BA02	DERMATOLOGICALS	PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS	ENZYMES	Proteolytic enzymes
402531	D05AD01	DERMATOLOGICALS	ANTIPSORIATICS	ANTIPSORIATICS FOR TOPICAL USE	Psoralens for topical use
1380894	L01CD03	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS	Taxanes
2080	P01BD01	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	ANTIMALARIALS	Diaminopyrimidines
674672	L01XX11	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
82895	A06AB53	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Contact laxatives
2197547	M02AA04	MUSCULO-SKELETAL SYSTEM	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	Antiinflammatory preparations, non-steroids for topical use
1280	N02BA51	NERVOUS SYSTEM	ANALGESICS	OTHER ANALGESICS AND ANTIPYRETICS	Salicylic acid and derivatives
705377	L04AX05	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Other immunosuppressants
1377665	G03XC05	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	Selective estrogen receptor modulators
443348	G01AD03	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Organic acids
806511	D06BA51	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	CHEMOTHERAPEUTICS FOR TOPICAL USE	Sulfonamides
451662	A10BX08	ALIMENTARY TRACT AND METABOLISM	DRUGS USED IN DIABETES	BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS	Other blood glucose lowering drugs, excl. insulins
147769	R06AX28	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
48849	S01AX09	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFECTIVES	Other antiinfectives
2096438	V09GA05	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	CARDIOVASCULAR SYSTEM	Technetium (99mTc) compounds
365538	S01AD03	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFECTIVES	Antivirals
1381156	V08DA01	VARIOUS	CONTRAST MEDIA	ULTRASOUND CONTRAST MEDIA	Ultrasound contrast media
1377339	V09IX05	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	TUMOUR DETECTION	Other diagnostic radiopharmaceuticals for tumour detection
16581	S01HA05	SENSORY ORGANS	OPHTHALMOLOGICALS	LOCAL ANESTHETICS	Local anesthetics
60422	C02AC06	CARDIOVASCULAR SYSTEM	ANTIHYPERTENSIVES	ANTIADRENERGIC AGENTS, CENTRALLY ACTING	Imidazoline receptor agonists
1383378	N06BX15	NERVOUS SYSTEM	PSYCHOANALEPTICS	PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS	Other psychostimulants and nootropics
150806	C08EX01	CARDIOVASCULAR SYSTEM	CALCIUM CHANNEL BLOCKERS	NON-SELECTIVE CALCIUM CHANNEL BLOCKERS	Other non-selective calcium channel blockers
373953	G01AC03	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Quinoline derivatives
1383550	C01BD06	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	ANTIARRHYTHMICS, CLASS I AND III	Antiarrhythmics, class III
674636	V09EX03	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	RESPIRATORY SYSTEM	Other respiratory system diagnostic radiopharmaceuticals
1381141	J07AM01	ANTIINFECTIVES FOR SYSTEMIC USE	VACCINES	BACTERIAL VACCINES	Tetanus vaccines
1383165	L01CA05	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS	Vinca alkaloids and analogues
675588	L04AA02	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
2247	J01EC01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	SULFONAMIDES AND TRIMETHOPRIM	Intermediate-acting sulfonamides
1280	N02BA71	NERVOUS SYSTEM	ANALGESICS	OTHER ANALGESICS AND ANTIPYRETICS	Salicylic acid and derivatives
250328	N02CC07	NERVOUS SYSTEM	ANALGESICS	ANTIMIGRAINE PREPARATIONS	Selective serotonin (5HT1) agonists
77459	N05BB51	NERVOUS SYSTEM	PSYCHOLEPTICS	ANXIOLYTICS	Diphenylmethane derivatives
572705	V04CE02	VARIOUS	DIAGNOSTIC AGENTS	OTHER DIAGNOSTIC AGENTS	Tests for liver functional capacity
363589	A10BH01	ALIMENTARY TRACT AND METABOLISM	DRUGS USED IN DIABETES	BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS	Dipeptidyl peptidase 4 (DPP-4) inhibitors
1533212	A11CC02	ALIMENTARY TRACT AND METABOLISM	VITAMINS	VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO	Vitamin D and analogues
444750	C09AA01	CARDIOVASCULAR SYSTEM	AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	ACE INHIBITORS, PLAIN	ACE inhibitors, plain
949710	J01ED02	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	SULFONAMIDES AND TRIMETHOPRIM	Long-acting sulfonamides
675270	C01CA09	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES	Adrenergic and dopaminergic agents
33679	G04CB01	GENITO URINARY SYSTEM AND SEX HORMONES	UROLOGICALS	DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY	Testosterone-5-alpha reductase inhibitors
56831	D01BA02	DERMATOLOGICALS	ANTIFUNGALS FOR DERMATOLOGICAL USE	ANTIFUNGALS FOR SYSTEMIC USE	Antifungals for systemic use
642253	C01CA13	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES	Adrenergic and dopaminergic agents
675167	S01EX02	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIGLAUCOMA PREPARATIONS AND MIOTICS	Other antiglaucoma preparations
169382	D06BB09	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	CHEMOTHERAPEUTICS FOR TOPICAL USE	Antivirals
36864	L01BB03	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Purine analogues
162991	D01AA07	DERMATOLOGICALS	ANTIFUNGALS FOR DERMATOLOGICAL USE	ANTIFUNGALS FOR TOPICAL USE	Antibiotics
1376109	L01XE19	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
1248730	A12CD02	ALIMENTARY TRACT AND METABOLISM	MINERAL SUPPLEMENTS	OTHER MINERAL SUPPLEMENTS	Fluoride
1069144	A04AD13	ALIMENTARY TRACT AND METABOLISM	ANTIEMETICS AND ANTINAUSEANTS	ANTIEMETICS AND ANTINAUSEANTS	Other antiemetics
453532	A08AA01	ALIMENTARY TRACT AND METABOLISM	ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS	ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS	Centrally acting antiobesity products
1285392	G04BE10	GENITO URINARY SYSTEM AND SEX HORMONES	UROLOGICALS	UROLOGICALS	Drugs used in erectile dysfunction
1379482	V08AB11	VARIOUS	CONTRAST MEDIA	X-RAY CONTRAST MEDIA, IODINATED	Watersoluble, nephrotropic, low osmolar X-ray contrast media
368083	D08AJ08	DERMATOLOGICALS	ANTISEPTICS AND DISINFECTANTS	ANTISEPTICS AND DISINFECTANTS	Quaternary ammonium compounds
515027	D07AB02	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, moderately potent (group II)
675136	H01CB03	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES	HYPOTHALAMIC HORMONES	Somatostatin and analogues
150313	D07XA01	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, weak, other combinations
321964	G04BD07	GENITO URINARY SYSTEM AND SEX HORMONES	UROLOGICALS	UROLOGICALS	Drugs for urinary frequency and incontinence
17347	J05AE05	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Protease inhibitors
39781	J05AX06	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Other antivirals
34608	L02AB02	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ENDOCRINE THERAPY	HORMONES AND RELATED AGENTS	Progestogens
105252	C05AA10	CARDIOVASCULAR SYSTEM	VASOPROTECTIVES	AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE	Corticosteroids
2039342	R06AD55	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Phenothiazine derivatives
1048558	R06AX15	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
1378281	D07AB21	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, moderately potent (group II)
2197622	D06AX04	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	ANTIBIOTICS FOR TOPICAL USE	Other antibiotics for topical use
2096354	B03AA03	BLOOD AND BLOOD FORMING ORGANS	ANTIANEMIC PREPARATIONS	IRON PREPARATIONS	Iron bivalent, oral preparations
2096433	C01BA08	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	ANTIARRHYTHMICS, CLASS I AND III	Antiarrhythmics, class Ia
983973	C04AD02	CARDIOVASCULAR SYSTEM	PERIPHERAL VASODILATORS	PERIPHERAL VASODILATORS	Purine derivatives
442077	D11AX24	DERMATOLOGICALS	OTHER DERMATOLOGICAL PREPARATIONS	OTHER DERMATOLOGICAL PREPARATIONS	Other dermatologicals
1378215	M09AX05	MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	Other drugs for disorders of the musculo-skeletal system
995747	G01AF07	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Imidazole derivatives
4775	D06BB04	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	CHEMOTHERAPEUTICS FOR TOPICAL USE	Antivirals
954312	S01CB01	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION	Corticosteroids/antiinfectives/mydriatics in combination
1925123	C05CA02	CARDIOVASCULAR SYSTEM	VASOPROTECTIVES	CAPILLARY STABILIZING AGENTS	Bioflavonoids
675211	C02CC01	CARDIOVASCULAR SYSTEM	ANTIHYPERTENSIVES	ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING	Guanidine derivatives
1377210	N02BG05	NERVOUS SYSTEM	ANALGESICS	OTHER ANALGESICS AND ANTIPYRETICS	Other analgesics and antipyretics
674327	R03BA04	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS	Glucocorticoids
1370	C07AA05	CARDIOVASCULAR SYSTEM	BETA BLOCKING AGENTS	BETA BLOCKING AGENTS	Beta blocking agents, non-selective
558295	J01CA10	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	BETA-LACTAM ANTIBACTERIALS, PENICILLINS	Penicillins with extended spectrum
611752	N06BC02	NERVOUS SYSTEM	PSYCHOANALEPTICS	PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS	Xanthine derivatives
65798	A11HA05	ALIMENTARY TRACT AND METABOLISM	VITAMINS	OTHER PLAIN VITAMIN PREPARATIONS	Other plain vitamin preparations
1379337	G03BA03	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	ANDROGENS	3-oxoandrosten (4) derivatives
1766457	A03AA09	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	Synthetic anticholinergics, esters with tertiary amino group
1379484	V08AB10	VARIOUS	CONTRAST MEDIA	X-RAY CONTRAST MEDIA, IODINATED	Watersoluble, nephrotropic, low osmolar X-ray contrast media
20881	S01XA08	SENSORY ORGANS	OPHTHALMOLOGICALS	OTHER OPHTHALMOLOGICALS	Other ophthalmologicals
439720	D07AA02	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, weak (group I)
675456	L03AC01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interleukins
140107	S01BC11	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFLAMMATORY AGENTS	Antiinflammatory agents, non-steroids
1378461	C05BX01	CARDIOVASCULAR SYSTEM	VASOPROTECTIVES	ANTIVARICOSE THERAPY	Other sclerosing agents
79047	N02CC04	NERVOUS SYSTEM	ANALGESICS	ANTIMIGRAINE PREPARATIONS	Selective serotonin (5HT1) agonists
130007	R02AA14	RESPIRATORY SYSTEM	THROAT PREPARATIONS	THROAT PREPARATIONS	Antiseptics
674860	S02BA03	SENSORY ORGANS	OTOLOGICALS	CORTICOSTEROIDS	Corticosteroids
630886	L02BB04	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ENDOCRINE THERAPY	HORMONE ANTAGONISTS AND RELATED AGENTS	Anti-androgens
2039311	D01AE03	DERMATOLOGICALS	ANTIFUNGALS FOR DERMATOLOGICAL USE	ANTIFUNGALS FOR TOPICAL USE	Other antifungals for topical use
1381018	S01LA03	SENSORY ORGANS	OPHTHALMOLOGICALS	OCULAR VASCULAR DISORDER AGENTS	Antineovascularisation agents
453570	C08CA08	CARDIOVASCULAR SYSTEM	CALCIUM CHANNEL BLOCKERS	SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS	Dihydropyridine derivatives
35271	D06AX09	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	ANTIBIOTICS FOR TOPICAL USE	Other antibiotics for topical use
2095	D06BA02	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	CHEMOTHERAPEUTICS FOR TOPICAL USE	Sulfonamides
508828	J05AX07	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Other antivirals
674596	L01CB01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS	Podophyllotoxin derivatives
1379269	A14AA06	ALIMENTARY TRACT AND METABOLISM	ANABOLIC AGENTS FOR SYSTEMIC USE	ANABOLIC STEROIDS	Androstan derivatives
675594	A10AD03	ALIMENTARY TRACT AND METABOLISM	DRUGS USED IN DIABETES	INSULINS AND ANALOGUES	Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting
2039279	N05CC03	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Aldehydes and derivatives
675196	R06AA01	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Aminoalkyl ethers
675289	S01FA04	SENSORY ORGANS	OPHTHALMOLOGICALS	MYDRIATICS AND CYCLOPLEGICS	Anticholinergics
44648	S01GA06	SENSORY ORGANS	OPHTHALMOLOGICALS	DECONGESTANTS AND ANTIALLERGICS	Sympathomimetics used as decongestants
674389	G01AF08	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Imidazole derivatives
365281	D07XB05	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, moderately potent, other combinations
199490	M01AG02	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Fenamates
349663	A05BA08	ALIMENTARY TRACT AND METABOLISM	BILE AND LIVER THERAPY	LIVER THERAPY, LIPOTROPICS	Liver therapy
10009	M02AX03	MUSCULO-SKELETAL SYSTEM	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	Other topical products for joint and muscular pain
161281	N06AX23	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTIDEPRESSANTS	Other antidepressants
674525	B05XA03	BLOOD AND BLOOD FORMING ORGANS	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	I.V. SOLUTION ADDITIVES	Electrolyte solutions
1926845	V03AB37	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Antidotes
38432	D08AC01	DERMATOLOGICALS	ANTISEPTICS AND DISINFECTANTS	ANTISEPTICS AND DISINFECTANTS	Biguanides and amidines
647206	M04AA03	MUSCULO-SKELETAL SYSTEM	ANTIGOUT PREPARATIONS	ANTIGOUT PREPARATIONS	Preparations inhibiting uric acid production
182814	A03FA06	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	PROPULSIVES	Propulsives
875000	D09AA13	DERMATOLOGICALS	MEDICATED DRESSINGS	MEDICATED DRESSINGS	Medicated dressings with antiinfectives
675163	C01CA17	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES	Adrenergic and dopaminergic agents
2039178	B01AB07	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Heparin group
110803	R06AX13	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
691562	J05AX12	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Other antivirals
365538	D06BB53	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	CHEMOTHERAPEUTICS FOR TOPICAL USE	Antivirals
1671634	J01CA02	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	BETA-LACTAM ANTIBACTERIALS, PENICILLINS	Penicillins with extended spectrum
187962	G03AC01	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE	Progestogens
381691	D07AB09	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, moderately potent (group II)
674513	S01BA02	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFLAMMATORY AGENTS	Corticosteroids, plain
