molregno	level5	level1_description	level2_description	level3_description	level4_description
55033	G02AD01	GENITO URINARY SYSTEM AND SEX HORMONES	OTHER GYNECOLOGICALS	UTEROTONICS	Prostaglandins
56090	A10BA03	ALIMENTARY TRACT AND METABOLISM	DRUGS USED IN DIABETES	BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS	Biguanides
56131	A10BB05	ALIMENTARY TRACT AND METABOLISM	DRUGS USED IN DIABETES	BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS	Sulfonylureas
56432	J01CF04	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	BETA-LACTAM ANTIBACTERIALS, PENICILLINS	Beta-lactamase resistant penicillins
56480	P01CC01	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS	Nitrofuran derivatives
56644	L01AB01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ALKYLATING AGENTS	Alkyl sulfonates
56831	D01BA02	DERMATOLOGICALS	ANTIFUNGALS FOR DERMATOLOGICAL USE	ANTIFUNGALS FOR SYSTEMIC USE	Antifungals for systemic use
56831	D01AE15	DERMATOLOGICALS	ANTIFUNGALS FOR DERMATOLOGICAL USE	ANTIFUNGALS FOR TOPICAL USE	Other antifungals for topical use
57175	J01MA04	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	QUINOLONE ANTIBACTERIALS	Fluoroquinolones
57397	N06BA11	NERVOUS SYSTEM	PSYCHOANALEPTICS	PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS	Centrally acting sympathomimetics
57488	C10AB02	CARDIOVASCULAR SYSTEM	LIPID MODIFYING AGENTS	LIPID MODIFYING AGENTS, PLAIN	Fibrates
57833	R06AD01	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Phenothiazine derivatives
58841	P01CX03	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS	Other agents against leishmaniasis and trypanosomiasis
58841	D11AX16	DERMATOLOGICALS	OTHER DERMATOLOGICAL PREPARATIONS	OTHER DERMATOLOGICAL PREPARATIONS	Other dermatologicals
59519	N05AH01	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Diazepines, oxazepines, thiazepines and oxepines
60232	M04AB02	MUSCULO-SKELETAL SYSTEM	ANTIGOUT PREPARATIONS	ANTIGOUT PREPARATIONS	Preparations increasing uric acid excretion
60246	N02BB53	NERVOUS SYSTEM	ANALGESICS	OTHER ANALGESICS AND ANTIPYRETICS	Pyrazolones
60246	N02BB73	NERVOUS SYSTEM	ANALGESICS	OTHER ANALGESICS AND ANTIPYRETICS	Pyrazolones
60246	N02BB03	NERVOUS SYSTEM	ANALGESICS	OTHER ANALGESICS AND ANTIPYRETICS	Pyrazolones
60319	B01AC05	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Platelet aggregation inhibitors excl. heparin
60401	M05BA03	MUSCULO-SKELETAL SYSTEM	DRUGS FOR TREATMENT OF BONE DISEASES	DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION	Bisphosphonates
60500	J01MB01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	QUINOLONE ANTIBACTERIALS	Other quinolones
61181	G04CA02	GENITO URINARY SYSTEM AND SEX HORMONES	UROLOGICALS	DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY	Alpha-adrenoreceptor antagonists
61680	J01DF01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Monobactams
61682	J01DD02	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Third-generation cephalosporins
61706	C09AA07	CARDIOVASCULAR SYSTEM	AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	ACE INHIBITORS, PLAIN	ACE inhibitors, plain
61717	M01AX21	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Other antiinflammatory and antirheumatic agents, non-steroids
61945	N03AX21	NERVOUS SYSTEM	ANTIEPILEPTICS	ANTIEPILEPTICS	Other antiepileptics
62111	L01XE14	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
62182	S01ED55	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIGLAUCOMA PREPARATIONS AND MIOTICS	Beta blocking agents 1)
62182	C07AA15	CARDIOVASCULAR SYSTEM	BETA BLOCKING AGENTS	BETA BLOCKING AGENTS	Beta blocking agents, non-selective
62182	S01ED05	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIGLAUCOMA PREPARATIONS AND MIOTICS	Beta blocking agents 1)
62259	A07DA03	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	ANTIPROPULSIVES	Antipropulsives
62259	A07DA53	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	ANTIPROPULSIVES	Antipropulsives
62615	C03AA04	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, THIAZIDES	Thiazides, plain
62615	C03AH01	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, THIAZIDES	Thiazides, combinations with psycholeptics and/or analgesics
62817	D11AX21	DERMATOLOGICALS	OTHER DERMATOLOGICAL PREPARATIONS	OTHER DERMATOLOGICAL PREPARATIONS	Other dermatologicals
62817	S01EA05	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIGLAUCOMA PREPARATIONS AND MIOTICS	Sympathomimetics in glaucoma therapy 1)
63100	L04AX06	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Other immunosuppressants
63252	A11CC04	ALIMENTARY TRACT AND METABOLISM	VITAMINS	VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO	Vitamin D and analogues
63252	D05AX03	DERMATOLOGICALS	ANTIPSORIATICS	ANTIPSORIATICS FOR TOPICAL USE	Other antipsoriatics for topical use
63445	P02BA02	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTHELMINTICS	ANTITREMATODALS	Quinoline derivatives and related substances
63649	L04AX04	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Other immunosuppressants
63949	V03AB26	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Antidotes
63997	S02AA03	SENSORY ORGANS	OTOLOGICALS	ANTIINFECTIVES	Antiinfectives
64200	D08AE04	DERMATOLOGICALS	ANTISEPTICS AND DISINFECTANTS	ANTISEPTICS AND DISINFECTANTS	Phenol and derivatives
64200	D09AA06	DERMATOLOGICALS	MEDICATED DRESSINGS	MEDICATED DRESSINGS	Medicated dressings with antiinfectives
65351	J01MA09	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	QUINOLONE ANTIBACTERIALS	Fluoroquinolones
65415	L01AA03	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ALKYLATING AGENTS	Nitrogen mustard analogues
65455	N05AD07	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Butyrophenone derivatives
65494	J05AF03	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Nucleoside and nucleotide reverse transcriptase inhibitors
65539	R06AX07	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
65567	N03AA01	NERVOUS SYSTEM	ANTIEPILEPTICS	ANTIEPILEPTICS	Barbiturates and derivatives
65590	N02AD02	NERVOUS SYSTEM	ANALGESICS	OPIOIDS	Benzomorphan derivatives
65605	R06AX11	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
65648	G03XC02	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	Selective estrogen receptor modulators
65728	N03AA03	NERVOUS SYSTEM	ANTIEPILEPTICS	ANTIEPILEPTICS	Barbiturates and derivatives
65798	A11HA05	ALIMENTARY TRACT AND METABOLISM	VITAMINS	OTHER PLAIN VITAMIN PREPARATIONS	Other plain vitamin preparations
66016	N03AB04	NERVOUS SYSTEM	ANTIEPILEPTICS	ANTIEPILEPTICS	Hydantoin derivatives
66016	N03AB54	NERVOUS SYSTEM	ANTIEPILEPTICS	ANTIEPILEPTICS	Hydantoin derivatives
66029	C02AC02	CARDIOVASCULAR SYSTEM	ANTIHYPERTENSIVES	ANTIADRENERGIC AGENTS, CENTRALLY ACTING	Imidazoline receptor agonists
66238	N05AG01	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Diphenylbutylpiperidine derivatives
66273	R06AA08	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Aminoalkyl ethers
66311	N07CA52	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	ANTIVERTIGO PREPARATIONS	Antivertigo preparations
66311	N07CA02	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	ANTIVERTIGO PREPARATIONS	Antivertigo preparations
66687	D05AC51	DERMATOLOGICALS	ANTIPSORIATICS	ANTIPSORIATICS FOR TOPICAL USE	Antracen derivatives
66687	D05AC01	DERMATOLOGICALS	ANTIPSORIATICS	ANTIPSORIATICS FOR TOPICAL USE	Antracen derivatives
67010	M01AH03	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Coxibs
67617	J04AK02	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIMYCOBACTERIALS	DRUGS FOR TREATMENT OF TUBERCULOSIS	Other drugs for treatment of tuberculosis
67784	N01BX01	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, LOCAL	Other local anesthetics
67839	N01AB02	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, GENERAL	Halogenated hydrocarbons
68396	L04AA06	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
68607	L01CB01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS	Podophyllotoxin derivatives
68817	V08AC06	VARIOUS	CONTRAST MEDIA	X-RAY CONTRAST MEDIA, IODINATED	Watersoluble, hepatotropic X-ray contrast media
69277	L01XX40	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
70140	A07AA09	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	INTESTINAL ANTIINFECTIVES	Antibiotics
70140	J01XA01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER ANTIBACTERIALS	Glycopeptide antibacterials
70239	D08AF01	DERMATOLOGICALS	ANTISEPTICS AND DISINFECTANTS	ANTISEPTICS AND DISINFECTANTS	Nitrofuran derivatives
70239	P01CC02	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS	Nitrofuran derivatives
70239	B05CA03	BLOOD AND BLOOD FORMING ORGANS	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	IRRIGATING SOLUTIONS	Antiinfectives
70239	D09AA03	DERMATOLOGICALS	MEDICATED DRESSINGS	MEDICATED DRESSINGS	Medicated dressings with antiinfectives
70239	S01AX04	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFECTIVES	Other antiinfectives
70239	S02AA02	SENSORY ORGANS	OTOLOGICALS	ANTIINFECTIVES	Antiinfectives
70674	M05BA04	MUSCULO-SKELETAL SYSTEM	DRUGS FOR TREATMENT OF BONE DISEASES	DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION	Bisphosphonates
70675	M05BA01	MUSCULO-SKELETAL SYSTEM	DRUGS FOR TREATMENT OF BONE DISEASES	DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION	Bisphosphonates
71516	L01CA01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS	Vinca alkaloids and analogues
72035	C08CX01	CARDIOVASCULAR SYSTEM	CALCIUM CHANNEL BLOCKERS	SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS	Other selective calcium channel blockers with mainly vascular effects
73547	B02AA02	BLOOD AND BLOOD FORMING ORGANS	ANTIHEMORRHAGICS	ANTIFIBRINOLYTICS	Amino acids
73548	C03BA08	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, EXCL. THIAZIDES	Sulfonamides, plain
74284	J05AB09	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Nucleosides and nucleotides excl. reverse transcriptase inhibitors
74284	S01AD07	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFECTIVES	Antivirals
74690	R03CC13	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	ADRENERGICS FOR SYSTEMIC USE	Selective beta-2-adrenoreceptor agonists
74690	R03AC14	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	ADRENERGICS, INHALANTS	Selective beta-2-adrenoreceptor agonists
74911	J05AF09	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Nucleoside and nucleotide reverse transcriptase inhibitors
75752	N04BD02	NERVOUS SYSTEM	ANTI-PARKINSON DRUGS	DOPAMINERGIC AGENTS	Monoamine oxidase B inhibitors
75901	L01BC05	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Pyrimidine analogues
76766	J01CF02	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	BETA-LACTAM ANTIBACTERIALS, PENICILLINS	Beta-lactamase resistant penicillins
77085	J01CF01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	BETA-LACTAM ANTIBACTERIALS, PENICILLINS	Beta-lactamase resistant penicillins
77128	N06AX12	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTIDEPRESSANTS	Other antidepressants
77207	N02AF02	NERVOUS SYSTEM	ANALGESICS	OPIOIDS	Morphinan derivatives
77456	N07XX59	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	OTHER NERVOUS SYSTEM DRUGS	Other nervous system drugs
77456	R05DA09	RESPIRATORY SYSTEM	COUGH AND COLD PREPARATIONS	COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS	Opium alkaloids and derivatives
77459	N05BB51	NERVOUS SYSTEM	PSYCHOLEPTICS	ANXIOLYTICS	Diphenylmethane derivatives
77459	N05BB01	NERVOUS SYSTEM	PSYCHOLEPTICS	ANXIOLYTICS	Diphenylmethane derivatives
77474	M04AB01	MUSCULO-SKELETAL SYSTEM	ANTIGOUT PREPARATIONS	ANTIGOUT PREPARATIONS	Preparations increasing uric acid excretion
77652	N02BA11	NERVOUS SYSTEM	ANALGESICS	OTHER ANALGESICS AND ANTIPYRETICS	Salicylic acid and derivatives
78303	A02BA53	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR ACID RELATED DISORDERS	DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)	H2-receptor antagonists
78303	A02BA03	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR ACID RELATED DISORDERS	DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)	H2-receptor antagonists
78759	L01DB01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES	Anthracyclines and related substances
79047	N02CC04	NERVOUS SYSTEM	ANALGESICS	ANTIMIGRAINE PREPARATIONS	Selective serotonin (5HT1) agonists
80209	N05AF03	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Thioxanthene derivatives
80965	N05CF02	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Benzodiazepine related drugs
81683	R06AX26	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
82721	B01AC17	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Platelet aggregation inhibitors excl. heparin
82895	A06AB03	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Contact laxatives
82895	A06AB53	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Contact laxatives
83000	N03AX07	NERVOUS SYSTEM	ANTIEPILEPTICS	ANTIEPILEPTICS	Other antiepileptics
83515	J05AF08	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Nucleoside and nucleotide reverse transcriptase inhibitors
83724	J01DD04	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Third-generation cephalosporins
83724	J01DD54	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Third-generation cephalosporins
83772	M05BA07	MUSCULO-SKELETAL SYSTEM	DRUGS FOR TREATMENT OF BONE DISEASES	DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION	Bisphosphonates
83838	M05BA08	MUSCULO-SKELETAL SYSTEM	DRUGS FOR TREATMENT OF BONE DISEASES	DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION	Bisphosphonates
84251	J02AX06	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	Other antimycotics for systemic use
84505	C01CA07	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES	Adrenergic and dopaminergic agents
84624	J01DD15	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Third-generation cephalosporins
84633	N06AX02	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTIDEPRESSANTS	Other antidepressants
85305	A16AA03	ALIMENTARY TRACT AND METABOLISM	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	Amino acids and derivatives
85553	M01AX17	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Other antiinflammatory and antirheumatic agents, non-steroids
85553	M02AA26	MUSCULO-SKELETAL SYSTEM	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	Antiinflammatory preparations, non-steroids for topical use
85649	N01AB01	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, GENERAL	Halogenated hydrocarbons
86042	B01AC07	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Platelet aggregation inhibitors excl. heparin
86284	V04CD01	VARIOUS	DIAGNOSTIC AGENTS	OTHER DIAGNOSTIC AGENTS	Tests for pituitary function
88100	J05AE03	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Protease inhibitors
88232	L01XE02	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
88316	N03AX12	NERVOUS SYSTEM	ANTIEPILEPTICS	ANTIEPILEPTICS	Other antiepileptics
88317	P01BE04	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	ANTIMALARIALS	Artemisinin and derivatives, plain
88739	N03AX18	NERVOUS SYSTEM	ANTIEPILEPTICS	ANTIEPILEPTICS	Other antiepileptics
88797	L01XE01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
88800	A04AA03	ALIMENTARY TRACT AND METABOLISM	ANTIEMETICS AND ANTINAUSEANTS	ANTIEMETICS AND ANTINAUSEANTS	Serotonin (5HT3) antagonists
88815	N04BC05	NERVOUS SYSTEM	ANTI-PARKINSON DRUGS	DOPAMINERGIC AGENTS	Dopamine agonists
88841	A06AG02	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Enemas
88841	A06AB02	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Contact laxatives
88841	A06AB52	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Contact laxatives
89526	C03DB01	CARDIOVASCULAR SYSTEM	DIURETICS	POTASSIUM-SPARING AGENTS	Other potassium-sparing agents
89672	R06AX09	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
91369	V08AD04	VARIOUS	CONTRAST MEDIA	X-RAY CONTRAST MEDIA, IODINATED	Non-watersoluble X-ray contrast media
91783	N01BX04	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, LOCAL	Other local anesthetics
91783	M02AB01	MUSCULO-SKELETAL SYSTEM	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	Capsaicin and similar agents
92412	N04BX02	NERVOUS SYSTEM	ANTI-PARKINSON DRUGS	DOPAMINERGIC AGENTS	Other dopaminergic agents
92458	C03AA09	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, THIAZIDES	Thiazides, plain
93117	M01AE07	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Propionic acid derivatives
93617	C02KX01	CARDIOVASCULAR SYSTEM	ANTIHYPERTENSIVES	OTHER ANTIHYPERTENSIVES	Antihypertensives for pulmonary arterial hypertension
93858	J05AC02	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Cyclic amines
93895	L04AA13	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
93930	J01ED01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	SULFONAMIDES AND TRIMETHOPRIM	Long-acting sulfonamides
94091	R01BA01	RESPIRATORY SYSTEM	NASAL PREPARATIONS	NASAL DECONGESTANTS FOR SYSTEMIC USE	Sympathomimetics
94091	R01BA51	RESPIRATORY SYSTEM	NASAL PREPARATIONS	NASAL DECONGESTANTS FOR SYSTEMIC USE	Sympathomimetics
94571	N07BB01	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	DRUGS USED IN ADDICTIVE DISORDERS	Drugs used in alcohol dependence
94571	P03AA54	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS	ECTOPARASITICIDES, INCL. SCABICIDES	Sulfur containing products
94571	P03AA04	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS	ECTOPARASITICIDES, INCL. SCABICIDES	Sulfur containing products
95909	N05CD07	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Benzodiazepine derivatives
95929	N05CD01	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Benzodiazepine derivatives
95969	N05BA11	NERVOUS SYSTEM	PSYCHOLEPTICS	ANXIOLYTICS	Benzodiazepine derivatives
95970	N05BA13	NERVOUS SYSTEM	PSYCHOLEPTICS	ANXIOLYTICS	Benzodiazepine derivatives
96021	N04BD01	NERVOUS SYSTEM	ANTI-PARKINSON DRUGS	DOPAMINERGIC AGENTS	Monoamine oxidase B inhibitors
96107	L04AA31	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
96595	R05CB05	RESPIRATORY SYSTEM	COUGH AND COLD PREPARATIONS	EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS	Mucolytics
96595	V03AF01	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Detoxifying agents for antineoplastic treatment
99024	P02BA01	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTHELMINTICS	ANTITREMATODALS	Quinoline derivatives and related substances
99368	P01AB06	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES	Nitroimidazole derivatives
