Original drug name	chembl_id	molregno	Original synonyms	Fu	PMID	inchi_key	SMILES
LOVASTATIN	CHEMBL503	9495	acid	0.0429999999999999	PMID30115648	QLJODMDSTUBWDW-BXMDZJJMSA-N	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12
NADOLOL	CHEMBL649	27570		0.14	PMID30115648	VWPOSFSPZNDTMJ-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12
OCTREOTIDE	CHEMBL1680	511465		0.35	PMID30115648	DEQANNDTNATYII-UHFFFAOYSA-N	CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)CC2=CC=CC=C2)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC2=CNC3=C2C=CC=C3)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1
PRACTOLOL	CHEMBL6995	1380		0.93	PMID30115648	DURULFYMVIFBIR-CYBMUJFWSA-N	c1(ccc(NC(C)=O)cc1)OC[C@@H](CNC(C)C)O
RIFABUTIN	CHEMBL444633	397074		0.29	PMID30115648	ATEBXHFBFRCZMA-NYGPAKPVSA-N	CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4C(=O)C(=C5NC6(CCN(CC(C)C)CC6)N=C5c4c3C2=O)NC(=O)\C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C
RIFAMPIN	CHEMBL374478	365189		0.2	PMID30115648	JQXXHWHPUNPDRT-SBMPKVQQSA-N	CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O
SELEGILINE	CHEMBL972	96021		0.13	PMID30115648	MEZLKOACVSPNER-UHFFFAOYSA-N	CC(Cc1ccccc1)N(C)CC#C
BEPRIDIL	CHEMBL1008	112651		0.001	PMID30115648	UIEATEWHFDRYRU-XMMPIXPASA-N	N(c1ccccc1)(C[C@@H](N1CCCC1)COCC(C)C)Cc1ccccc1
GREPAFLOXACIN	CHEMBL583	17136		0.82	PMID30115648	AIJTTZAVMXIJGM-SNVBAGLBSA-N	c1(c(c2c(c(F)c(cc2n(c1)C1CC1)N1C[C@@H](C)NCC1)C)=O)C(=O)O
CISAPRIDE	CHEMBL1729	557741		0.02	PMID30115648	DCSUBABJRXZOMT-RBBKRZOGSA-N	c1(c(cc(N)c(c1)Cl)OC)C(N[C@@H]1[C@@H](C[N@@](CCCOc2ccc(F)cc2)CC1)OC)=O
ACENOCOUMAROL	CHEMBL397420	394206		0.02	PMID30115648	VABCILAOYCMVPS-OAHLLOKOSA-N	[H]OC1=C(C(=O)Oc2ccccc12)[C@H](CC(C)=O)c1ccc(cc1)[N+]([O-])=O
ANIDULAFUNGIN	CHEMBL264241	84251		0.16	PMID30115648	JHVAMHSQVVQIOT-FUVWCVBOSA-N	CCCCCOc1ccc(cc1)c2ccc(cc2)c3ccc(cc3)C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@@H](NC(=O)C(NC(=O)[C@@H]6C[C@@H](O)CN6C(=O)C(NC4=O)[C@@H](C)O)[C@H](O)[C@@H](O)c7ccc(O)cc7)[C@@H](C)O
APREMILAST	CHEMBL514800	458773		0.32	PMID30115648	MUKPBEDSDFRMNQ-GOSISDBHSA-N	CCOc1cc(ccc1OC)[C@@H](CS(=O)(=O)C)N2C(=O)c3cccc(c3C2=O)CC(=O)C
ARTICAINE	CHEMBL1093	150423		0.46	PMID30115648	QTGIAADRBBLJGA-SECBINFHSA-N	s1c(C(OC)=O)c(NC([C@@H](C)NCCC)=O)c(c1)C
ASENAPINE	CHEMBL3187365	1676656		0.05	PMID30115648	VSWBSWWIRNCQIJ-HUUCEWRRSA-N	c12c(cccc1)Oc1ccc(cc1[C@@H]1[C@@H]2CN(C1)C)Cl
BACLOFEN	CHEMBL701	32869		0.69	PMID30115648	MSZRPURXKHMSFF-UHFFFAOYSA-N	c1cc(ccc1C(CC(=O)O)CN)C
BIMATOPROST	CHEMBL1200963	674914		0.12	PMID30115648	AQOKCDNYWBIDND-SQXUUDCTSA-N	C(\[C@@H]1[C@H]([C@@H](O)C[C@H]1O)C\C=C/CCCC(=O)NCC)=C\[C@H](CCc1ccccc1)O
CASPOFUNGIN	CHEMBL499808	497229		0.035	PMID30115648	JYIKNQVWKBUSNH-UHFFFAOYSA-N	CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(O)CN3C(=O)C(NC1=O)C(C)O)C(O)C(O)c4ccc(O)cc4)C(O)CCN
CEFMENOXIME	CHEMBL1201224	675175		0.31	PMID30115648	HJJDBAOLQAWBMH-YIAKCIKCSA-N	N12[C@@H]([C@@H](NC(\C(c3csc(n3)N)=N/OC)=O)C2=O)SCC(=C1C(O)=O)CSc1n(nnn1)C
CEFPROZIL	CHEMBL3301800	1763771		0.59	PMID30115648	WDLWHQDACQUCJR-ZAMMOSSLSA-N	C\C=C\C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O
CEFTOLOZANE	CHEMBL2103872	1376142		0.81	PMID30115648	NBGIMROYIXKDMO-JGLUGXPQSA-N	NCCNC(=O)NC4=CN(CC=3CS[C@H]2N(C(=O)[C@H]2NC(=O)C(=N\OC(C)(C)C(=O)O)/c1nc(N)sn1)C=3C(=O)O)N(C)C4=N
CICLESONIDE	CHEMBL2040682	1347273		0.01	PMID30115648	LUKZNWIVRBCLON-CIRCSGMQSA-N	C1(C=C[C@@]2([C@H]3[C@H](C[C@@]4([C@@]5([C@@H](C[C@@H]4[C@@H]3CCC2=C1)O[C@H](C1CCCCC1)O5)C(COC(C(C)C)=O)=O)C)O)C)=O
CYCLOSPORINE	CHEMBL160	72873		0.068	PMID30115648	PMATZTZNYRCHOR-LQJDIJJQSA-N	CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
DACARBAZINE	CHEMBL476	5772		1.0	PMID30115648	FDKXTQMXEQVLRF-UHFFFAOYSA-N	CN(C)N=Nc1nc[nH]c1C(=O)N
DALFOPRISTIN	CHEMBL1200937	674888		0.82	PMID30115648	SUYRLXYYZQTJHF-FENKCRFESA-N	CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@@H](C(C)C)[C@H](C)\C=C\C(=O)NC\C=C/C(=C/[C@@H](O)CC(=O)Cc3occ(n3)C2=O)/C
DAPAGLIFLOZIN	CHEMBL429910	441579		0.09	PMID30115648	JVHXJTBJCFBINQ-AWGDKMGJSA-N	[C@H]1([C@H]([C@@H]([C@H](C(O1)c1ccc(c(c1)Cc1ccc(cc1)OCC)Cl)O)O)O)CO
DAPTOMYCIN	CHEMBL387675	374037		0.083	PMID30115648	DOAKLVKFURWEDJ-GAOVLAQQSA-N	CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@@H](C)OC(=O)[C@H](CC(=O)c4ccccc4N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](C)NC(=O)C(CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)CNC3=O)[C@H](C)CC(=O)O
DEGARELIX	CHEMBL415606	237139		0.1	PMID30115648	MEUCPCLKGZSHTA-VNFLKSSCSA-N	c1(cc2ccccc2cc1)C[C@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](CO)C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(N1[C@@H](C(N[C@@H](C(N)=O)C)=O)CCC1)=O)CCCCNC(C)C)=O)CC(C)C)=O)Cc1ccc(cc1)NC(N)=O)=O)Cc1ccc(cc1)NC([C@H]1CC(NC(N1)=O)=O)=O)=O)=O)Cc1cnccc1)=O)Cc1ccc(cc1)Cl)=O)NC(C)=O
DESVENLAFAXINE	CHEMBL1118	161281		0.7	PMID30115648	KYYIDSXMWOZKMP-OAHLLOKOSA-N	c1cc(ccc1O)[C@@H](CN(C)C)C1(CCCCC1)O
DIHYDROERGOTAMINE	CHEMBL1732	558566		0.07	PMID30115648	LUZRJRNZXALNLM-AVXQAASESA-N	N12[C@@]([C@H]3N(CCC3)C([C@@H]1Cc1ccccc1)=O)(O[C@](NC([C@@H]1C[C@@H]3c4c5c(c[nH]c5ccc4)C[C@H]3[N@@](C1)C)=O)(C)C2=O)O
DOLASETRON	CHEMBL2368925	1543376		0.49	PMID30115648	UKTAZPQNNNJVKR-MMUVGSQPSA-N	O=C(O[C@@H]1C[C@@H]2CC3C[C@H](C1)N2CC3=O)c4c[nH]c5ccccc45
DORIPENEM	CHEMBL491571	460466		0.92	PMID30115648	AVAACINZEOAHHE-VDTVNISFSA-N	[H]N1C[C@@H](C[C@H]1CN([H])S(N([H])[H])(=O)=O)SC1=C(C(=O)O[H])N2C([C@@H]1C)[C@@H](C2=O)[C@H](C)O[H]
DOXEPIN	CHEMBL1628227	1051118		0.2	PMID30115648	ODQWQRRAPPTVAG-GZTJUZNOSA-N	CN(C)CC\C=C\1/c2ccccc2COc3ccccc13
EPTIFIBATIDE	CHEMBL1174	191902		0.75	PMID30115648	CZKPOZZJODAYPZ-HJWJFLBDSA-N	NC(=N)NCCCC[C@@H]1NC(=O)CCSSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)C(Cc3c[nH]c4ccccc34)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N
ERIBULIN	CHEMBL1683590	1073717		0.43	PMID30115648	VEPHOPLDBFLPDL-KVWSPMLQSA-N	NC[C@@H](O)C[C@H]5O[C@H]4C[C@H]9O[C@@H](CC[C@@H]1O[C@H](CC1=C)CC[C@@]32O[C@@H]6[C@@H]8O[C@H](C2)[C@H](O3)[C@@H]8O[C@H]7CC[C@H](CC(=O)O[C@@H]4[C@H]5OC)O[C@H]67)C[C@@H](C)C9=C
ESOMEPRAZOLE	CHEMBL1201320	675271		0.03	PMID30115648	SUBDBMMJDZJVOS-XMMPIXPASA-N	c12c([nH]c(n1)[S@@](Cc1c(c(c(C)cn1)OC)C)=O)ccc(c2)OC
FENOLDOPAM	CHEMBL588	19278		0.12	PMID30115648	TVURRHSHRRELCG-CYBMUJFWSA-N	c12[C@@H](c3ccc(O)cc3)CNCCc1c(c(O)c(c2)O)Cl
FLUNISOLIDE	CHEMBL1512	421058		0.24	PMID30115648	XSFJVAJPIHIPKU-LKPCOXDASA-N	O1[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@H]4[C@H](C[C@@]3([C@]2(C(CO)=O)OC1(C)C)C)O
FLUORESCEIN	CHEMBL177756	294107		0.11	PMID30115648	GNBHRKFJIUUOQI-UHFFFAOYSA-N	Oc1ccc2c(Oc3cc(O)ccc3C24OC(=O)c5ccccc45)c1
FLUVASTATIN	CHEMBL2220442	1450253		0.0079	PMID30115648	FJLGEFLZQAZZCD-JUFISIKESA-N	CC(C)n1c(\C=C\[C@H](O)C[C@H](O)CC(=O)O)c(c2ccc(F)cc2)c3ccccc13
FUSIDATE SODIUM	CHEMBL1256987	705981		0.02	PMID30115648	IECPWNUMDGFDKC-LMODMPLDSA-M	C(=O)([O-])C(=C1\[C@@H](OC(=O)C)C[C@@]2([C@@]3(CC[C@H]4[C@@H]([C@@H](CC[C@@]4(C)[C@@H]3[C@H](O)C[C@@H]12)O)C)C)C)\CC\C=C(\C)C
GADOBUTROL	CHEMBL2218860	1449133		1.0	PMID30115648		[Gd+3]1234567OC([C@@H](CO)[N]81CC[N]4(CC[N]3(CC[N]2(CC8)CC(=O)[O-]6)CC(=O)[O-]5)CC(=O)[O-]7)CO
GADOFOSVESET	CHEMBL1908843	1248762		0.16	PMID30115648		C(C([N+]([Gd+++]([N+]1(C2)C3)([N+](C2)(C2)C4)([O-]5)([O-]6)([O-]C3=O)([O-]C4=O)[O-]C2=O)(CC6=O)CC5=O)C1)C(=CC=C1OCC)C=C1
GADOVERSETAMIDE	CHEMBL1200457	674408		1.0	PMID30115648		COCCNC1=O[Gd+3]234567O=C(CN2(CCN3(CCN4(CC(=O)[O-]5)C1)CC(=O)[O-]6)CC(=O)[O-]7)NCCOC
GLICLAZIDE	CHEMBL427216	346895		0.03	PMID30115648	BOVGTQGAOIONJV-CHWSQXEVSA-N	C1[C@@H]2[C@@H](CN1NC(NS(c1ccc(C)cc1)(=O)=O)=O)CCC2
GRANISETRON	CHEMBL289469	54547		0.35	PMID30115648	MFWNKCLOYSRHCJ-BTTYYORXSA-N	CN1[C@@H]2CCC[C@H]1C[C@H](C2)NC(=O)c3nn(C)c4ccccc34
IBRUTINIB	CHEMBL1873475	1214046		0.03	PMID30115648	XYFPWWZEPKGCCK-UHFFFAOYSA-N	C=CC(=O)N1CCCC(C1)[n@]2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N
INDOCYANINE GREEN	CHEMBL1615807	1038758		0.05	PMID30115648	BDBMLMBYCXNVMC-UHFFFAOYSA-N	CC1(C)\C(=C\C=C\C=C\C=C/C2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)\N(CCCCS(=O)(=O)O)c5ccc6ccccc6c15
IODIXANOL	CHEMBL1200507	674458		1.0	PMID30115648	NBQNWMBBSKPBAY-XSLAGTTESA-N	c1(N(CC(CN(c2c(c(c(I)c(c2I)C(NC[C@@H](CO)O)=O)C(NC[C@@H](CO)O)=O)I)C(C)=O)O)C(C)=O)c(c(c(I)c(c1I)C(NC[C@@H](CO)O)=O)C(NC[C@@H](CO)O)=O)I
IOTROLAN	CHEMBL1200555	674506		1.0	PMID30115648	XUHXFSYUBXNTHU-IMECAPTFSA-N	c1(c(c(c(I)c(c1I)C(N[C@@H]([C@@H](CO)O)CO)=O)C(N[C@@H]([C@@H](CO)O)CO)=O)I)N(C(CC(N(c1c(c(c(I)c(c1I)C(N[C@@H]([C@@H](CO)O)CO)=O)C(N[C@@H]([C@@H](CO)O)CO)=O)I)C)=O)=O)C
IPRATROPIUM	CHEMBL1621597	1044548		0.95	PMID30115648	OEXHQOGQTVQTAT-PPAWOBCPSA-N	[H]OC[C@@H](C(=O)OC1C[C@@H]2CC[C@H](C1)[N+]2(C)C(C)C)c1ccccc1
ISAVUCONAZOLE	CHEMBL409153	433556		0.01	PMID30115648	DDFOUSQFMYRUQK-FPTDNZKUSA-N	[H]O[C@](Cn1cncn1)(c1cc(ccc1F)F)[C@@H](C)c1nc(cs1)c1ccc(C#N)cc1
ITRACONAZOLE	CHEMBL22587	27986		0.002	PMID30115648	VHVPQPYKVGDNFY-UHFFFAOYSA-N	CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OCC5COC(Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4
LATANOPROST	CHEMBL1051	132003		0.1	PMID30115648	GGXICVAJURFBLW-RDSJPUOVSA-N	C([C@@H]1[C@H]([C@H](O)C[C@@H]1O)CC[C@H](CCc1ccccc1)O)\C=C\CCCC(OC(C)C)=O
LEVOCABASTINE	CHEMBL1615438	1038389		0.45299999999999996	PMID30115648	ZCGOMHNNNFPNMX-YHYDXASRSA-N	[H]OC([C@@]1(CCN(C[C@H]1C)C1CCC(CC1)(C#N)c1ccc(cc1)F)c1ccccc1)=O
LIRAGLUTIDE	CHEMBL1201866	675815		0.01	PMID30115648	YSDQQAXHVYUZIW-QCIJIYAXSA-N	CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2c[nH]c3c2cccc3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc4ccc(cc4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc5ccccc5)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc6cnc[nH]6)N)C(=O)O
MARAVIROC	CHEMBL1201187	675138		0.25	PMID30115648	GSNHKUDZZFZSJB-BTUDYTORSA-N	[H]N(C(C1CCC(CC1)(F)F)=O)[C@H](CCN1[C@H]2CC[C@@H]1CC(C2)n1c(C)nnc1C(C)C)c1ccccc1
MIANSERIN	CHEMBL6437	573		0.05	PMID30115648	UEQUQVLFIPOEMF-GOSISDBHSA-N	N12[C@@H](c3c(cccc3)Cc3c1cccc3)C[N@@](C)CC2
MICAFUNGIN	CHEMBL457547	500520		0.0023	PMID30115648	PIEUQSKUWLMALL-LXWXBMNESA-N	CCCCCOc1ccc(cc1)c2onc(c2)c3ccc(cc3)C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@@H](NC(=O)C(NC(=O)[C@@H]6C[C@@H](O)CN6C(=O)C(NC4=O)[C@@H](C)O)[C@H](O)[C@@H](O)c7ccc(O)c(OS(=O)(=O)O)c7)[C@H](O)CC(=O)N
MIDODRINE	CHEMBL1201212	675163		0.7	PMID30115648	PTKSEFOSCHHMPD-SNVBAGLBSA-N	c1(c(ccc(c1)OC)OC)[C@@H](CNC(CN)=O)O
MILNACIPRAN	CHEMBL259209	427379		0.87	PMID30115648	GJJFMKBJSRMPLA-HIFRSBDPSA-N	C1[C@@H]([C@@]1(C(=O)N(CC)CC)c1ccccc1)CN
MIPOMERSEN	CHEMBL2219536	1449347		0.05	PMID30115648	TZRFSLHOCZEXCC-HIVFKXHNSA-A	Cc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)([O-])S[C@H]3C[C@@H](O[C@@H]3COP(=O)([O-])S[C@H]4C[C@@H](O[C@@H]4COP(=O)([O-])S[C@H]5C[C@@H](O[C@@H]5COP(=O)([O-])S[C@H]6C[C@@H](O[C@@H]6COP(=O)([O-])S[C@H]7C[C@@H](O[C@@H]7COP(=O)([O-])S[C@H]8C[C@@H](O[C@@H]8COP(=O)([O-])S[C@H]9C[C@@H](O[C@@H]9COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(=O)[nH]c1=O)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cnc2c1nc([nH]c2=O)N)CO)n1cnc2c1ncnc2N)n1cnc2c1nc([nH]c2=O)N)n1cc(c(=O)[nH]c1=O)C)n1cc(c(nc1=O)N)C)n1cc(c(=O)[nH]c1=O)C)n1cnc2c1nc([nH]c2=O)N)n1cc(c(nc1=O)N)C)SP(=O)([O-])OC[C@@H]1[C@H](C[C@@H](O1)n1cc(c(=O)[nH]c1=O)C)SP(=O)([O-])OC[C@@H]1[C@H](C[C@@H](O1)n1cc(c(nc1=O)N)C)SP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1cnc2c1nc([nH]c2=O)N)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cnc2c1ncnc2N)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)O
MIVACURIUM	CHEMBL1182833	656783	cis/cis	0.7	PMID30115648	ILVYCEVXHALBSC-BUHFOSPRSA-N	COc1cc2CC[N+](C)(CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]3(C)CCc4cc(OC)c(OC)cc4C3Cc5cc(OC)c(OC)c(OC)c5)C(Cc6cc(OC)c(OC)c(OC)c6)c2cc1OC
MOLSIDOMINE	CHEMBL1329455	753339		1.0	PMID30115648		[n+]1(N2CCOCC2)cc([NH-]C(OCC)=O)on1
MOMETASONE FUROATE	CHEMBL1161	187696		0.01	PMID30115648	WOFMFGQZHJDGCX-CLWZPKSSSA-N	C(c1ccco1)(=O)O[C@]1([C@@]2([C@H]([C@@H]3[C@]([C@@]4(C(=CC(=O)C=C4)CC3)C)(Cl)[C@H](C2)O)C[C@H]1C)C)C(CCl)=O
MOXALACTAM	CHEMBL74632	114506		0.39	PMID30115648	JWCSIUVGFCSJCK-LIUKBUMOSA-N	CO[C@]1(NC(=O)[C@H](C(=O)O)c2ccc(O)cc2)[C@H]3OCC(=C(N3C1=O)C(=O)O)CSc4nnnn4C
NAFARELIN	CHEMBL1201309	675260		0.19	PMID30115648	RWHUEXWOYVBUCI-AIUSQOHQSA-N	c1(c2c(cccc2)[nH]c1)C[C@@H](NC([C@@H](Cc1c[nH]cn1)NC([C@@H]1CCC(N1)=O)=O)=O)C(N[C@@H](C(N[C@@H](Cc1ccc(O)cc1)C(N[C@@H](Cc1cc2c(cccc2)cc1)C(N[C@@H](C(N[C@@H](C(N1[C@@H](CCC1)C(NCC(N)=O)=O)=O)CCCNC(N)=N)=O)CC(C)C)=O)=O)=O)CO)=O
NEBIVOLOL	CHEMBL434394	27569		0.02	PMID30115648	KOHIRBRYDXPAMZ-YHDSQAASSA-N	O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]3CCc4cc(F)ccc4O3
NIZATIDINE	CHEMBL3183075	1672366		0.65	PMID30115648	SGXXNSQHWDMGGP-IZZDOVSWSA-N	CN\C(=C/N(=O)=O)\NCCSCc1csc(CN(C)C)n1
OLSALAZINE	CHEMBL425	1369		0.01	PMID30115648	QQBDLJCYGRGAKP-UHFFFAOYSA-N	OC(=O)c1cc(ccc1O)N=Nc2ccc(O)c(c2)C(=O)O
ORNIDAZOLE	CHEMBL1449676	873560		0.88	PMID30115648	IPWKIXLWTCNBKN-ZCFIWIBFSA-N	"n1(c(cnc1C)[N+](=O)[O-])C[C@@H](CCl)O
"
OXALIPLATIN	CHEMBL414804	243124		0.13	PMID30115648		C1CC[C@H]2[C@H](C1)N[Pt+2]3(N2)[O-]C(=O)C(=O)[O-]3
OXPRENOLOL	CHEMBL546	13756		0.19	PMID30115648	CEMAWMOMDPGJMB-CYBMUJFWSA-N	c1(c(cccc1)OC[C@@H](CNC(C)C)O)OCC=C
PEMETREXED	CHEMBL225072	374008		0.19	PMID30115648	WBXPDJSOTKVWSJ-CYBMUJFWSA-N	c12c(c[nH]c1nc(N)[nH]c2=O)CCc1ccc(C(N[C@H](CCC(=O)O)C(=O)O)=O)cc1
PENTAZOCINE	CHEMBL100116	165474		0.39	PMID30115648	VOKSWYLNZZRQPF-SQJZIBIZSA-N	CC1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CC=C(C)C
PENTOSTATIN	CHEMBL1580	453578		0.96	PMID30115648	FPVKHBSQESCIEP-LURQLKTLSA-N	n1(c2c(nc1)[C@@H](CNC=N2)O)[C@@H]1O[C@H]([C@@H](C1)O)CO
PHENPROCOUMON	CHEMBL1465	394229		0.57	PMID30115648	DQDAYGNAKTZFIW-CYBMUJFWSA-N	c1([C@@H](c2ccccc2)CC)c(c2c(cccc2)oc1=O)O
PHYSOSTIGMINE	CHEMBL94	9277		0.64	PMID30115648	PIJVFDBKTWXHHD-UKRRQHHQSA-N	c12[C@@]3([C@@H](N(C)c1ccc(c2)OC(NC)=O)[N@@](C)CC3)C
PINACIDIL	CHEMBL1159	187515		0.6	PMID30115648	IVVNZDGDKPTYHK-SNVBAGLBSA-N	C(=N\c1ccncc1)(\N[C@@H](C(C)(C)C)C)NC#N
POSACONAZOLE	CHEMBL1397	334337		0.0129999999999999	PMID30115648	RAGOYPUPXAKGKH-IGDKMDNBSA-N	c1c(n2c(n([C@@H](CC)[C@@H](O)C)nc2)=O)ccc(N2CCN(c3ccc(OC[C@@H]4C[C@](OC4)(Cn4cncn4)c4c(cc(cc4)F)F)cc3)CC2)c1
PRALATREXATE	CHEMBL1201746	675697	R	0.33	PMID30115648	OGSBUKJUDHAQEA-ZBFHGGJFSA-N	C#CC[C@H](Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
PRALATREXATE	CHEMBL1201746	675697	S	0.33	PMID30115648	OGSBUKJUDHAQEA-HOCLYGCPSA-N	C#CC[C@@H](Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
PRALATREXATE	CHEMBL1201746	675697	R	0.33	PMID30115648	OGSBUKJUDHAQEA-ZBFHGGJFSA-N	C#CC[C@H](Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
PRALATREXATE	CHEMBL1201746	675697	S	0.33	PMID30115648	OGSBUKJUDHAQEA-HOCLYGCPSA-N	C#CC[C@@H](Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
