Original drug name	Original synonyms	Fu	PMID	inchi_key	SMILES
Pancuronium		0.09	PMID30115648	GVEAYVLWDAFXET-XGHATYIMSA-N	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1[N+]6(C)CCCCC6
Panobinostat		0.1	PMID30115648	FPOHNWQLNRZRFC-ZHACJKMWSA-N	Cc1c(c2ccccc2[nH]1)CCNCc3ccc(cc3)/C=C/C(=O)NO
Pantoprazole		0.02	PMID30115648	IQPSEEYGBUAQFF-UHFFFAOYSA-N	COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
Papaverine		0.0729999999999999	PMID30115648	XQYZDYMELSJDRZ-UHFFFAOYSA-N	COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
Paricalcitol		0.0016	PMID30115648	BPKAHTKRCLCHEA-UBFJEZKGSA-N	C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C3C[C@@H](O)C[C@H](O)C3)\CCC[C@]12C
Paritaprevir		0.0219999999999999	PMID30115648	UAUIUKWPKRJZJV-QPLHLKROSA-N	Cc1cnc(cn1)C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@]3(NC(=O)[C@@H]4C[C@H](CN4C2=O)Oc5c6ccccc6c7ccccc7n5)C(=O)NS(=O)(=O)C8CC8
Paroxetine		0.06	PMID30115648	AHOUBRCZNHFOSL-YOEHRIQHSA-N	Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3
Patupilone		0.22	PMID30115648	QXRSDHAAWVKZLJ-WSWFRRQFSA-N	[C@H]12C[C@H](OC(=O)C[C@@H](C(C(=O)[C@H]([C@H]([C@H](CCC[C@]1(O2)C)C)O)C)(C)C)O)C(=C\c1nc(sc1)C)\C
Pazopanib		0.01	PMID30115648	CUIHSIWYWATEQL-UHFFFAOYSA-N	Cc1ccc(cc1S(=O)(=O)N)Nc2nccc(n2)N(C)c3ccc4c(n(nc4c3)C)C
Pazufloxacin		0.79	PMID30115648	XAGMUUZPGZWTRP-ZETCQYMHSA-N	C1(CC1)(c1c(cc2c(=O)c(cn3[C@H](COc1c23)C)C(O)=O)F)N
Pefloxacin		0.75	PMID30115648	FHFYDNQZQSQIAI-UHFFFAOYSA-N	CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3
Peldesine		0.86	PMID30115648	DOHVAKFYAHLCJP-UHFFFAOYSA-N	c12c(Cc3cccnc3)c[nH]c1c([nH]c(n2)N)=O
Pelrinone		0.05	PMID30115648	NZXHFDXOCVIYLO-UHFFFAOYSA-N	[H]N(Cc1cccnc1)C1=C(C#N)C(N=C(C)N1[H])=O
Pemetrexed		0.19	PMID30115648	WBXPDJSOTKVWSJ-CYBMUJFWSA-N	c12c(c[nH]c1nc(N)[nH]c2=O)CCc1ccc(C(N[C@H](CCC(=O)O)C(=O)O)=O)cc1
Penciclovir		0.84	PMID30115648	JNTOCHDNEULJHD-UHFFFAOYSA-N	NC1=NC(=O)c2ncn(CCC(CO)CO)c2N1
Penicillamine, D-		0.12	PMID30115648	VVNCNSJFMMFHPL-VKHMYHEASA-N	CC(C)([C@H](C(=O)O)N)S
Penicillin G		0.4	PMID30115648	JGSARLDLIJGVTE-MBNYWOFBSA-N	CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O
Pentamidine		0.09	PMID30115648	XDRYMKDFEDOLFX-UHFFFAOYSA-N	NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1
Pentazocine		0.39	PMID30115648	VOKSWYLNZZRQPF-SQJZIBIZSA-N	CC1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CC=C(C)C
Pentobarbital		0.39	PMID30115648	WEXRUCMBJFQVBZ-UHFFFAOYSA-N	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
Pentostatin		0.96	PMID30115648	FPVKHBSQESCIEP-LURQLKTLSA-N	n1(c2c(nc1)[C@@H](CNC=N2)O)[C@@H]1O[C@H]([C@@H](C1)O)CO
Pentoxifylline		0.51	PMID30115648	BYPFEZZEUUWMEJ-UHFFFAOYSA-N	CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C
Perampanel		0.05	PMID30115648	PRMWGUBFXWROHD-UHFFFAOYSA-N	c1ccc(cc1)n2cc(cc(c2=O)c3ccccc3C#N)c4ccccn4
Perindoprilat		0.16	PMID30115648	ODAIHABQVKJNIY-PEDHHIEDSA-N	CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O)C(=O)O
Perphenazine		0.07	PMID30115648	RGCVKNLCSQQDEP-UHFFFAOYSA-N	OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1
PF-4776548		0.08	PMID30115648	OYKZKGBMHATGTA-UHFFFAOYSA-N	ON(CC1)C(C2=C1C(C=C3)=C(C=N2)N3CC4=C(OC)C=C(F)C=C4)=O
Phenacetin		0.47	PMID30115648	CPJSUEIXXCENMM-UHFFFAOYSA-N	CCOc1ccc(NC(=O)C)cc1
Phencyclidine		0.35	PMID30115648	JTJMJGYZQZDUJJ-UHFFFAOYSA-N	C1CCN(CC1)C2(CCCCC2)c3ccccc3
Phenethicillin		0.25	PMID30115648	NONJJLVGHLVQQM-JHXYUMNGSA-N	CC(Oc1ccccc1)C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O
Phenobarbital		0.49	PMID30115648	DDBREPKUVSBGFI-UHFFFAOYSA-N	CCC1(C(=O)NC(=O)NC1=O)c2ccccc2
Phenoxymethylpenicillin		0.45	PMID30115648	BPLBGHOLXOTWMN-MBNYWOFBSA-N	CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O
Phenprocoumon		0.57	PMID30115648	DQDAYGNAKTZFIW-CYBMUJFWSA-N	c1([C@@H](c2ccccc2)CC)c(c2c(cccc2)oc1=O)O
Phenytoin		0.13	PMID30115648	CXOFVDLJLONNDW-UHFFFAOYSA-N	c1ccc(cc1)C2(C(=O)NC(=O)N2)c3ccccc3
Physostigmine		0.64	PMID30115648	PIJVFDBKTWXHHD-UKRRQHHQSA-N	c12[C@@]3([C@@H](N(C)c1ccc(c2)OC(NC)=O)[N@@](C)CC3)C
Picumast		0.05	PMID30115648	USCSJAIWXWYTEH-UHFFFAOYSA-N	o1c(=O)c(c(c2ccc(cc12)OCCCN1CCN(CC1)Cc1ccc(cc1)Cl)C)C
Pidotimod		0.96	PMID30115648	UUTKICFRNVKFRG-WDSKDSINSA-N	C1[C@H](N(CS1)C([C@@H]1CCC(N1)=O)=O)C(O)=O
Pimobendan		0.024	PMID30115648	GLBJJMFZWDBELO-UHFFFAOYSA-N	COc1ccc(cc1)c2nc3cc(ccc3[nH]2)C4=NNC(=O)CC4C
Pinacidil		0.6	PMID30115648	IVVNZDGDKPTYHK-SNVBAGLBSA-N	C(=N\c1ccncc1)(\N[C@@H](C(C)(C)C)C)NC#N
Pindolol		0.58	PMID30115648	JZQKKSLKJUAGIC-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2[nH]ccc12
Pipecuronium		0.98	PMID30115648	OWWLUIWOFHMHOQ-XGHATYIMSA-N	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)N5CC[N+](C)(C)CC5)[C@@]2(C)C[C@@H]1N6CC[N+](C)(C)CC6
Pipemidic acid		0.7	PMID30115648	JOHZPMXAZQZXHR-UHFFFAOYSA-N	c12c(c(c(C(O)=O)cn1CC)=O)cnc(n2)N1CCNCC1
Piperacillin		0.5	PMID30115648	IVBHGBMCVLDMKU-GXNBUGAJSA-N	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4ccccc4)C(=O)C1=O
Piretanide		0.058	PMID30115648	UJEWTUDSLQGTOA-UHFFFAOYSA-N	NS(=O)(=O)c1cc(cc(N2CCCC2)c1Oc3ccccc3)C(=O)O
Piritramide		0.0609999999999999	PMID30115648	IHEHEFLXQFOQJO-UHFFFAOYSA-N	NC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c3ccccc3)CC1)N4CCCCC4
Pirmenol		0.13	PMID30115648	APUDBKTWDCXQJA-QIDMFYOTSA-N	C[C@@H]1CCC[C@H](C)N1CCCC(O)(c2ccccc2)c3ccccn3
Pitavastatin		0.005	PMID30115648	VGYFMXBACGZSIL-MCBHFWOFSA-N	c12ccccc1c(c(c(n2)C1CC1)\C=C\[C@H](C[C@H](CC(=O)O)O)O)c1ccc(cc1)F
Plazomicin		0.84	PMID30115648	IYDYFVUFSPQPPV-PEXOCOHZSA-N	O([C@@H]([C@H](NC([C@H](CCN)O)=O)C1)[C@@H](O)[C@@H]([C@H]1N)O[C@@]1([C@H](N)CC=C(O1)CNCCO)[H])[C@]([C@H](O)[C@@H](NC)[C@@]1(C)O)(OC1)[H]
Posaconazole		0.0129999999999999	PMID30115648	RAGOYPUPXAKGKH-IGDKMDNBSA-N	c1c(n2c(n([C@@H](CC)[C@@H](O)C)nc2)=O)ccc(N2CCN(c3ccc(OC[C@@H]4C[C@](OC4)(Cn4cncn4)c4c(cc(cc4)F)F)cc3)CC2)c1
Practolol		0.93	PMID30115648	DURULFYMVIFBIR-CYBMUJFWSA-N	c1(ccc(NC(C)=O)cc1)OC[C@@H](CNC(C)C)O
Pralatrexate	R	0.33	PMID30115648	OGSBUKJUDHAQEA-ZBFHGGJFSA-N	C#CC[C@H](Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
Pralatrexate	S	0.33	PMID30115648	OGSBUKJUDHAQEA-HOCLYGCPSA-N	C#CC[C@@H](Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
Pralidoxime		1.0	PMID30115648	JBKPUQTUERUYQE-UHFFFAOYSA-O	c1([n+](cccc1)C)\C=N\O
Pramipexole		0.85	PMID30115648	FASDKYOPVNHBLU-ZETCQYMHSA-N	c12c(C[C@H](CC2)NCCC)sc(n1)N
Pramlintide		0.4	PMID30115648	NRKVKVQDUCJPIZ-MKAGXXMWSA-N	CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O
Pravastatin 		0.5	PMID30115648	TUZYXOIXSAXUGO-PZAWKZKUSA-N	CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12
Prazosin		0.06	PMID30115648	IENZQIKPVFGBNW-UHFFFAOYSA-N	COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4
Prednisolone		0.25	PMID30115648	OIGNJSKKLXVSLS-VWUMJDOOSA-N	C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
Prednisone		0.27	PMID30115648	XOFYZVNMUHMLCC-ZPOLXVRWSA-N	C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
Prilocaine		0.72	PMID30115648	MVFGUOIZUNYYSO-UHFFFAOYSA-N	CCCNC(C)C(=O)Nc1ccccc1C
Probenecid		0.13	PMID30115648	DBABZHXKTCFAPX-UHFFFAOYSA-N	CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O
Procainamide		0.84	PMID30115648	REQCZEXYDRLIBE-UHFFFAOYSA-N	CCN(CC)CCNC(=O)c1ccc(N)cc1
Promazine		0.11	PMID30115648	ZGUGWUXLJSTTMA-UHFFFAOYSA-N	CN(C)CCCN1c2ccccc2Sc3ccccc13
Promethazine		0.09	PMID30115648	PWWVAXIEGOYWEE-UHFFFAOYSA-N	CC(CN1c2ccccc2Sc3ccccc13)N(C)C
Propafenone		0.0379999999999999	PMID30115648	JWHAUXFOSRPERK-UHFFFAOYSA-N	CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2
Propiverine		0.1	PMID30115648	QPCVHQBVMYCJOM-UHFFFAOYSA-N	c1(ccccc1)C(C(=O)OC1CCN(CC1)C)(OCCC)c1ccccc1
Propofol		0.016	PMID30115648	OLBCVFGFOZPWHH-UHFFFAOYSA-N	CC(C)c1cccc(C(C)C)c1O
Propoxyphene		0.24	PMID30115648	XLMALTXPSGQGBX-GCJKJVERSA-N	CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2
Propranolol		0.13	PMID30115648	AQHHHDLHHXJYJD-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2ccccc12
Propylthiouracil		0.18	PMID30115648	KNAHARQHSZJURB-UHFFFAOYSA-N	CCCC1=CC(=O)NC(=S)N1
Proquazone		0.02	PMID30115648	JTIGKVIOEQASGT-UHFFFAOYSA-N	c12c(n(c(=O)nc1c1ccccc1)C(C)C)cc(C)cc2
Prucalopride		0.7	PMID30115648	ZPMNHBXQOOVQJL-UHFFFAOYSA-N	COCCCN1CCC(CC1)NC(=O)c2cc(c(c3c2OCC3)N)Cl
Pyridostigmine		1.0	PMID30115648	RVOLLAQWKVFTGE-UHFFFAOYSA-N	CN(C)C(=O)Oc1ccc[n+](C)c1
Pyrimethamine		0.095	PMID30115648	WKSAUQYGYAYLPV-UHFFFAOYSA-N	CCc1nc(N)nc(N)c1c2ccc(Cl)cc2
Quercetin		0.00899999999999999	PMID30115648	REFJWTPEDVJJIY-UHFFFAOYSA-N	OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3
Quinacrine		0.13	PMID30115648	GPKJTRJOBQGKQK-UHFFFAOYSA-N	CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13
Quinaprilat		0.32	PMID30115648	FLSLEGPOVLMJMN-YSSFQJQWSA-N	C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O
Quinidine		0.26	PMID30115648	LOUPRKONTZGTKE-LHHVKLHASA-N	COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
Quinine		0.3	PMID30115648	LOUPRKONTZGTKE-WZBLMQSHSA-N	COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
Quinupristin		0.34	PMID30115648	WTHRRGMBUAHGNI-WRJLNNKSSA-N	CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@@H]3CC(=O)[C@H](CS[C@@H]4CN5CCC4CC5)CN3C(=O)C(Cc6ccc(cc6)N(C)C)N(C)C(=O)[C@@H]7CCCN7C1=O)c8ccccc8
Rabeprazole		0.0369999999999999	PMID30115648	YREYEVIYCVEVJK-UHFFFAOYSA-N	COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C
Raclopride		0.06	PMID30115648	WAOQONBSWFLFPE-VIFPVBQESA-N	c1(c(c(cc(c1O)Cl)Cl)OC)C(=O)NC[C@H]1N(CCC1)CC
Raloxifene		0.05	PMID30115648	GZUITABIAKMVPG-UHFFFAOYSA-N	c1(c(c2ccc(O)cc2)sc2c1ccc(c2)O)C(c1ccc(OCCN2CCCCC2)cc1)=O
Raltitrexed		0.05	PMID30115648	IVTVGDXNLFLDRM-HNNXBMFYSA-N	c1c(sc(N(Cc2cc3c(cc2)[nH]c(nc3=O)C)C)c1)C(=O)N[C@@H](CCC(O)=O)C(=O)O
Ramelteon		0.2	PMID30115648	YLXDSYKOBKBWJQ-LBPRGKRZSA-N	c1c2OCCc2c2[C@H](CCNC(CC)=O)CCc2c1
Ranitidine		0.95	PMID30115648	VMXUWOKSQNHOCA-UKTHLTGXSA-N	CN\C(=C/N(=O)=O)\NCCSCc1oc(CN(C)C)cc1
Ranolazine		0.38	PMID30115648	XKLMZUWKNUAPSZ-HXUWFJFHSA-N	c1(c(cccc1)OC)OC[C@@H](CN1CCN(CC(Nc2c(cccc2C)C)=O)CC1)O
Reboxetine		0.019	PMID30115648	CBQGYUDMJHNJBX-RTBURBONSA-N	CCOc1ccccc1O[C@@H]([C@H]2CNCCO2)c3ccccc3
Recainam		0.86	PMID30115648	WHJSFPCTWYLZRC-UHFFFAOYSA-N	CC(C)NCCCNC(=O)Nc1c(C)cccc1C
Regadenoson		0.7	PMID30115648	LZPZPHGJDAGEJZ-AKAIJSEGSA-N	OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O1)n1cnc2c(N)nc(nc12)n1ncc(c1)C(=O)NC
Remifentanil		0.3	PMID30115648	ZTVQQQVZCWLTDF-UHFFFAOYSA-N	CCC(=O)N(c1ccccc1)C2(CCN(CCC(=O)OC)CC2)C(=O)OC
Remikiren		0.0558128882681065	PMID30115648	UXIGZRQVLGFTOU-VHNMDPMWSA-N	[H]N(C([C@@H](Cc1ccccc1)CS(C(C)(C)C)(=O)=O)=O)[C@@H](Cc1cn([H])cn1)C(N([H])[C@@H](CC1CCCCC1)[C@H](C(C1CC1)O[H])O[H])=O
Remoxipride		0.16	PMID30115648	GUJRSXAPGDDABA-NSHDSACASA-N	CCN1CCC[C@H]1CNC(=O)c2c(OC)ccc(Br)c2OC
Repaglinide		0.0149999999999999	PMID30115648	FAEKWTJYAYMJKF-QHCPKHFHSA-N	CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3)ccc1C(=O)O
Ribavirin		1.0	PMID30115648	IWUCXVSUMQZMFG-AFCXAGJDSA-N	NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
Ridogrel		0.033	PMID30115648	GLLPUTYLZIKEGF-UHFFFAOYSA-N	[H]OC(CCCCON=C(c1cccc(c1)C(F)(F)F)c1cccnc1)=O
Rifabutin		0.29	PMID30115648	ATEBXHFBFRCZMA-NYGPAKPVSA-N	CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4C(=O)C(=C5NC6(CCN(CC(C)C)CC6)N=C5c4c3C2=O)NC(=O)\C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C
Rifampin		0.2	PMID30115648	JQXXHWHPUNPDRT-SBMPKVQQSA-N	CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O
Rilmenidine		0.9	PMID30115648	CQXADFVORZEARL-UHFFFAOYSA-N	C1CC1C(C2CC2)NC3=NCCO3
Riluzole		0.04	PMID30115648	FTALBRSUTCGOEG-UHFFFAOYSA-N	s1c(nc2c1cc(cc2)OC(F)(F)F)N
Risedronic acid	Risedronate	0.76	PMID30115648	IIDJRNMFWXDHID-UHFFFAOYSA-N	OC(Cc1cccnc1)(P(=O)(O)O)P(=O)(O)O
Risperidone		0.1	PMID30115648	RAPZEAPATHNIPO-UHFFFAOYSA-N	CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1
Ritanserin		0.008	PMID30115648	JUQLTPCYUFPYKE-UHFFFAOYSA-N	CC1=C(CCN2CCC(CC2)=C(c2ccc(cc2)F)c2ccc(cc2)F)C(N2C=CSC2=N1)=O
Ritipenem 		0.72	PMID30115648	FPLQVCOCYJJHBC-HIQLJADVSA-M	C1(=O)N2[C@@H]([C@H]1[C@H](O)C)SC(COC(N)=O)=C2C(=O)[O-].[Na+]
Ritodrine		0.64	PMID30115648	IOVGROKTTNBUGK-SJKOYZFVSA-N	C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c2ccc(O)cc2
Rivaroxaban		0.06	PMID30115648	KGFYHTZWPPHNLQ-AWEZNQCLSA-N	C1OCCN(c2ccc(cc2)N2C(O[C@H](C2)CNC(c2sc(cc2)Cl)=O)=O)C1=O
Rivastigmine		0.6	PMID30115648	XSVMFMHYUFZWBK-NSHDSACASA-N	CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C
Rizatriptan		0.86	PMID30115648	ULFRLSNUDGIQQP-UHFFFAOYSA-N	CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
Ro 02-70608		0.1	PMID30115648	WCGJWHNYKVSSFL-SFHVURJKSA-N	O=C(C(C(Cl)=CC=C1)=C1C)N[C@H](C(O)=O)CC2=CC=C(NC(C(C(Cl)=CN=C3)=C3Cl)=O)C=C2
Ro25-6833		0.0429999999999999	PMID30115648	NOAJGZYUGGBORE-BDJLRTHQSA-N	[H]N([H])c1nc(cs1)C(C(N([H])[C@@H]1C(N2C(=C(CS[C@H]12)C=C1CCN(CC(F)(F)F)C1=O)C(=O)O[H])=O)=O)=NO[H]
Rocuronium		0.54	PMID30115648	YXRDKMPIGHSVRX-OOJCLDBCSA-N	CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CCOCC5)[N+]6(CC=C)CCCC6
Rofecoxib		0.13	PMID30115648	RZJQGNCSTQAWON-UHFFFAOYSA-N	c1ccc(cc1)C=1C(=O)OCC1c1ccc(cc1)S(=O)(=O)C
Roflumilast		0.01	PMID30115648	MNDBXUUTURYVHR-UHFFFAOYSA-N	C(=O)(c1ccc(c(c1)OCC1CC1)OC(F)F)Nc1c(cncc1Cl)Cl
Rolapitant		0.002	PMID30115648	FIVSJYGQAIEMOC-ZGNKEGEESA-N	C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)OC[C@]2(CC[C@]3(CCC(=O)N3)CN2)c4ccccc4
Rolipram		0.11	PMID30115648	HJORMJIFDVBMOB-LBPRGKRZSA-N	c1(c(ccc(c1)[C@@H]1CNC(C1)=O)OC)OC1CCCC1
Rolitetracycline		0.5	PMID30115648	HMEYVGGHISAPJR-IAHYZSEUSA-N	CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN4CCCC4)C(=O)c5c(O)cccc5[C@@]3(C)O
Romidepsin		0.07	PMID30115648	OHRURASPPZQGQM-GCCNXGTGSA-N	C\C=C\1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C
Ropinirole		0.6	PMID30115648	UHSKFQJFRQCDBE-UHFFFAOYSA-N	N1C(Cc2c1cccc2CCN(CCC)CCC)=O
Ropivacaine		0.06	PMID30115648	ZKMNUMMKYBVTFN-HNNXBMFYSA-N	CCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C
Rosiglitazone		0.002	PMID30115648	YASAKCUCGLMORW-UHFFFAOYSA-N	CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c3ccccn3
Rosuvastatin		0.12	PMID30115648	BPRHUIZQVSMCRT-VEUZHWNKSA-N	CC(C)c1nc(nc(c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(=O)(=O)C
Rotigotine		0.08	PMID30115648	KFQYTPMOWPVWEJ-INIZCTEOSA-N	c12c(CC[C@@H](C1)[N@@](CCc1cccs1)CCC)c(ccc2)O
S 12363		0.1	PMID30115648	BZUUMJJIORUJAU-MSYJZYBBSA-N	C1[N@@]2CC=C[C@@]3([C@@H]([C@@]([C@@H]4N(C)c5cc(OC)c(cc5[C@@]4(C1)[C@@H]23)[C@@]1(c2c(CC[N@@]3C[C@@](C[C@@H](C1)C3)(O)CC)c1ccccc1[nH]2)C(OC)=O)(O)C(=O)N[C@@H](C(C)C)P(OCC)(=O)OCC)O)CC.S(=O)(=O)(O)O
Sabeluzole		0.014	PMID30115648	IGMKTIJBFUMVIN-GOSISDBHSA-N	[H]O[C@H](CN1CCC(CC1)N(C)c1nc2ccccc2s1)COc1ccc(cc1)F
Salvianolic acid B		0.08	PMID30115648	SNKFFCBZYFGCQN-ARBMFGAVSA-N	c1cc(c(cc1C[C@H](C(=O)O)OC(=O)/C=C/c2ccc(c3c2[C@@H]([C@H](O3)c4ccc(c(c4)O)O)C(=O)OC(Cc5ccc(c(c5)O)O)C(=O)O)O)O)O
Saquinavir		0.028	PMID30115648	QWAXKHKRTORLEM-UGJKXSETSA-N	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4
Satavaptan		0.1	PMID30115648	QKXJWFOKVQWEDZ-VCCCEUOBSA-N	C1C[C@H](CC[C@@]21c1cc(OCC)ccc1N(S(=O)(c1c(cc(C(NC(C)(C)C)=O)cc1)OC)=O)C2=O)OCCN1CCOCC1
Saxagliptin		1.0	PMID30115648	QGJUIPDUBHWZPV-CQRXPZLVSA-N	N1([C@H](CC2[C@H]1C2)C#N)C(=O)[C@@H](C12CC3CC(C1)(O)CC(C3)C2)N
Sch34343		0.35	PMID30115648	LVCPLOQIOKEULU-GLDDHUGJSA-N	C[C@@H](O)[C@@H]1[C@H]2SC(=C(N2C1=O)C(=O)O)SCCOC(=O)N
Scutellarin		0.1	PMID30115648	DJSISFGPUUYILV-ZFORQUDYSA-N	c1cc(ccc1c2cc(=O)c3c(o2)cc(c(c3O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O
Selegiline		0.13	PMID30115648	MEZLKOACVSPNER-UHFFFAOYSA-N	CC(Cc1ccccc1)N(C)CC#C
Sematilide		0.96	PMID30115648	KHYPYQZQJSBPIX-UHFFFAOYSA-N	CCN(CC)CCNC(=O)c1ccc(NS(=O)(=O)C)cc1
